customerid;personid;storeid;territoryid
21734;11321;NULL;4
21735;19679;NULL;4
21736;17433;NULL;4
21737;15203;NULL;7
21738;2446;NULL;10
21739;5341;NULL;10
21740;12168;NULL;10
21741;8044;NULL;6
21742;8499;NULL;6
21743;13924;NULL;4
21744;19549;NULL;4
21745;7487;NULL;6
21746;4418;NULL;4
21747;19105;NULL;4
21748;3773;NULL;4
21749;12409;NULL;4
21750;15412;NULL;4
21751;17762;NULL;4
21752;12788;NULL;6
21753;11195;NULL;1
21754;10608;NULL;1
21755;4792;NULL;4
21756;9977;NULL;4
21757;5918;NULL;1
21758;19661;NULL;1
21759;11090;NULL;6
21760;17738;NULL;4
21761;8054;NULL;4
21762;10478;NULL;1
21763;12318;NULL;1
21764;17689;NULL;6
21765;14184;NULL;1
21766;16242;NULL;4
21767;8326;NULL;4
21768;14078;NULL;6
21769;9039;NULL;4
21770;18278;NULL;1
21771;8658;NULL;4
21772;12629;NULL;1
21773;20113;NULL;1
21774;14004;NULL;4
21775;14545;NULL;4
21776;18488;NULL;1
21777;13009;NULL;6
21778;13074;NULL;1
21779;9088;NULL;4
21780;11672;NULL;4
21781;15219;NULL;1
21782;4168;NULL;1
21783;4620;NULL;1
21784;10467;NULL;1
21785;10406;NULL;4
21786;12744;NULL;4
21787;10927;NULL;4
21788;13140;NULL;4
21789;19071;NULL;4
21790;6380;NULL;4
21791;13765;NULL;4
21792;6834;NULL;6
21793;10189;NULL;1
21794;20154;NULL;4
21795;12856;NULL;4
21796;19513;NULL;6
21797;18772;NULL;1
21798;8060;NULL;1
21799;15474;NULL;1
21800;15264;NULL;4
21801;8952;NULL;4
21802;4278;NULL;4
21803;12242;NULL;6
21804;9194;NULL;1
21805;13937;NULL;1
21806;2382;NULL;4
21807;9720;NULL;4
21808;10209;NULL;4
21809;10777;NULL;4
21810;18054;NULL;4
21811;11748;NULL;4
21812;15169;NULL;1
21813;4458;NULL;6
21814;15675;NULL;1
21815;10214;NULL;6
21816;15983;NULL;8
21817;7724;NULL;10
21818;13407;NULL;7
21819;20258;NULL;7
21820;8807;NULL;7
21821;12632;NULL;8
21822;2585;NULL;10
21823;12404;NULL;8
21824;12282;NULL;10
21825;18155;NULL;8
21826;3984;NULL;8
21827;7167;NULL;8
21828;19172;NULL;8
21829;9953;NULL;10
21830;13525;NULL;10
21831;3663;NULL;7
21832;11715;NULL;7
21833;8096;NULL;8
21834;15322;NULL;8
21835;17767;NULL;8
21836;10701;NULL;8
21837;19175;NULL;8
21838;10758;NULL;8
21839;15731;NULL;10
21840;17618;NULL;10
21841;19847;NULL;10
21842;6853;NULL;8
21843;2490;NULL;8
21844;6353;NULL;8
21845;17646;NULL;7
21846;5803;NULL;8
21847;8234;NULL;10
21848;16908;NULL;10
21849;18191;NULL;7
21850;10817;NULL;7
21851;12552;NULL;8
21852;4998;NULL;8
21853;18615;NULL;8
21854;13923;NULL;10
21855;14846;NULL;10
21856;7995;NULL;10
21857;10338;NULL;10
21858;18252;NULL;10
21859;19535;NULL;7
21860;6362;NULL;7
21861;10544;NULL;7
21862;8963;NULL;7
21863;3607;NULL;8
21864;16759;NULL;10
21865;19920;NULL;10
21866;2539;NULL;7
21867;1711;NULL;7
21868;5818;NULL;8
21869;16198;NULL;8
21870;11530;NULL;10
21871;4970;NULL;9
21872;12004;NULL;9
21873;16002;NULL;9
21874;18500;NULL;9
21875;4110;NULL;9
21876;19217;NULL;9
21877;7107;NULL;9
21878;3924;NULL;9
21879;13049;NULL;9
21880;15678;NULL;9
21881;11469;NULL;9
21882;10351;NULL;9
21883;19652;NULL;9
21884;10442;NULL;9
21885;12812;NULL;9
21886;15112;NULL;9
21887;12428;NULL;9
21888;15718;NULL;9
21889;14579;NULL;9
21890;20692;NULL;9
21891;12235;NULL;9
21892;13421;NULL;9
21893;18471;NULL;9
21894;6684;NULL;9
21895;9860;NULL;9
21896;11119;NULL;9
21897;16705;NULL;9
21898;4348;NULL;9
21899;10120;NULL;9
21900;17358;NULL;1
21901;11914;NULL;1
21902;2712;NULL;4
21903;13107;NULL;4
21904;14245;NULL;6
21905;11689;NULL;1
21906;7286;NULL;1
21907;10880;NULL;1
21908;7497;NULL;1
21909;8631;NULL;4
21910;9877;NULL;8
21911;7811;NULL;7
21912;12319;NULL;7
21913;10972;NULL;7
21914;12225;NULL;8
21915;12857;NULL;4
21916;15656;NULL;6
21917;4454;NULL;4
21918;9707;NULL;4
21919;8609;NULL;1
21920;20057;NULL;4
21921;4289;NULL;6
21922;8611;NULL;4
21923;18031;NULL;1
21924;15534;NULL;1
21925;10444;NULL;6
21926;8120;NULL;1
21927;10656;NULL;4
21928;5130;NULL;4
21929;20621;NULL;4
21930;7064;NULL;4
21931;13815;NULL;4
21932;5203;NULL;4
21933;11458;NULL;4
21934;20463;NULL;4
21935;19459;NULL;1
21936;19491;NULL;4
21937;20711;NULL;4
21938;10891;NULL;1
21939;15949;NULL;6
21940;12540;NULL;4
21941;12044;NULL;4
21942;10084;NULL;1
21943;7327;NULL;9
21944;5901;NULL;9
21945;1712;NULL;9
21946;8374;NULL;9
21947;15529;NULL;9
21948;7250;NULL;9
21949;12654;NULL;9
21950;6941;NULL;9
21951;18698;NULL;9
21952;6150;NULL;9
21953;6918;NULL;9
21954;3640;NULL;9
21955;11531;NULL;9
21956;10256;NULL;9
21957;19903;NULL;9
21958;5972;NULL;9
21959;15652;NULL;9
21960;12156;NULL;9
21961;18952;NULL;9
21962;10692;NULL;9
21963;6366;NULL;9
21964;4335;NULL;9
21965;17296;NULL;9
21966;11753;NULL;9
21967;14260;NULL;9
21968;9432;NULL;9
21969;16368;NULL;9
21970;8894;NULL;9
21971;17282;NULL;9
21972;5785;NULL;9
21973;6259;NULL;9
21974;18875;NULL;9
21975;2781;NULL;9
21976;8153;NULL;9
21977;20157;NULL;9
21978;16411;NULL;9
21979;19199;NULL;9
21980;6075;NULL;9
21981;2533;NULL;9
21982;8847;NULL;9
21983;5710;NULL;9
21984;14343;NULL;9
21985;6690;NULL;9
21986;10676;NULL;9
21987;6743;NULL;9
21988;11956;NULL;9
21989;19272;NULL;9
21990;12559;NULL;9
21991;15214;NULL;9
21992;12464;NULL;9
21993;19088;NULL;9
21994;18736;NULL;9
21995;19932;NULL;9
21996;20720;NULL;9
21997;17908;NULL;9
21998;19268;NULL;9
21999;20388;NULL;9
22000;19723;NULL;9
22001;2597;NULL;9
22002;2499;NULL;9
22003;15095;NULL;9
22004;18823;NULL;9
22005;15556;NULL;9
22006;12448;NULL;9
22007;10476;NULL;1
22008;11955;NULL;6
22009;11802;NULL;4
22010;15982;NULL;4
22011;13785;NULL;1
22012;7647;NULL;4
22013;13825;NULL;1
22014;5659;NULL;6
22015;9611;NULL;6
22016;4270;NULL;1
22017;8493;NULL;9
22018;18217;NULL;9
22019;19780;NULL;6
22020;9452;NULL;9
22021;17943;NULL;1
22022;18070;NULL;4
22023;12785;NULL;4
22024;6024;NULL;4
22025;8225;NULL;4
22026;8576;NULL;6
22027;8195;NULL;6
22028;4687;NULL;9
22029;2401;NULL;9
22030;11586;NULL;9
22031;18328;NULL;9
22032;8196;NULL;9
22033;10967;NULL;9
22034;4327;NULL;4
22035;17988;NULL;4
22036;10886;NULL;4
22037;7676;NULL;1
22038;11230;NULL;4
22039;7078;NULL;4
22040;4917;NULL;4
22041;9033;NULL;6
22042;3981;NULL;4
22043;8528;NULL;4
22044;16933;NULL;4
22045;6328;NULL;1
22046;19837;NULL;1
22047;6673;NULL;4
22048;19660;NULL;4
22049;15839;NULL;4
22050;15176;NULL;6
22051;3692;NULL;1
22052;7030;NULL;4
22053;9478;NULL;4
22054;16879;NULL;4
22055;12301;NULL;4
22056;14830;NULL;1
22057;5737;NULL;1
22058;12079;NULL;6
22059;17671;NULL;6
22060;16641;NULL;1
22061;11522;NULL;4
22062;6301;NULL;4
22063;14001;NULL;9
22064;14464;NULL;9
22065;11143;NULL;9
22066;15006;NULL;4
22067;11054;NULL;1
22068;14605;NULL;4
22069;9103;NULL;4
22070;5007;NULL;4
22071;16413;NULL;4
22072;13719;NULL;4
22073;14238;NULL;1
22074;13789;NULL;1
22075;11640;NULL;4
22076;19346;NULL;4
22077;6928;NULL;4
22078;18243;NULL;4
22079;10048;NULL;6
22080;9516;NULL;6
22081;11782;NULL;1
22082;13910;NULL;4
22083;6668;NULL;4
22084;20746;NULL;4
22085;3354;NULL;4
22086;18963;NULL;4
22087;3418;NULL;4
22088;13064;NULL;4
22089;14472;NULL;4
22090;10709;NULL;4
22091;12737;NULL;1
22092;10419;NULL;1
22093;10328;NULL;1
22094;14082;NULL;1
22095;6901;NULL;6
22096;14652;NULL;1
22097;17932;NULL;6
22098;2944;NULL;1
22099;20080;NULL;4
22100;3875;NULL;6
22101;12289;NULL;1
22102;14808;NULL;1
22103;10431;NULL;4
22104;4577;NULL;4
22105;3554;NULL;4
22106;19353;NULL;4
22107;18719;NULL;6
22108;13737;NULL;4
22109;16464;NULL;6
22110;5047;NULL;1
22111;10524;NULL;4
22112;9161;NULL;6
22113;10833;NULL;1
22114;4794;NULL;6
22115;15410;NULL;1
22116;17234;NULL;4
22117;10047;NULL;6
22118;9770;NULL;6
22119;3201;NULL;4
22120;20510;NULL;6
22121;5326;NULL;6
22122;19773;NULL;1
22123;20771;NULL;4
22124;13848;NULL;3
22125;18571;NULL;4
22126;19718;NULL;4
22127;4628;NULL;4
22128;7333;NULL;6
22129;11027;NULL;4
22130;13432;NULL;4
22131;3468;NULL;4
22132;15512;NULL;4
22133;4429;NULL;1
22134;5235;NULL;4
22135;10422;NULL;1
22136;4994;NULL;4
22137;12694;NULL;4
22138;2792;NULL;4
22139;9456;NULL;4
22140;9522;NULL;1
22141;16458;NULL;6
22142;19224;NULL;4
22143;3041;NULL;6
22144;7044;NULL;6
22145;14207;NULL;4
22146;6737;NULL;4
22147;19488;NULL;9
22148;15417;NULL;9
22149;2579;NULL;9
22150;9256;NULL;9
22151;6844;NULL;9
22152;4646;NULL;4
22153;20167;NULL;4
22154;3624;NULL;6
22155;6542;NULL;9
22156;2466;NULL;9
22157;3236;NULL;1
22158;9673;NULL;1
22159;18132;NULL;1
22160;14697;NULL;1
22161;11373;NULL;4
22162;9387;NULL;4
22163;10135;NULL;4
22164;20002;NULL;4
22165;15883;NULL;4
22166;2938;NULL;1
22167;12258;NULL;9
22168;2471;NULL;9
22169;11436;NULL;9
22170;19752;NULL;9
22171;10617;NULL;9
22172;3824;NULL;9
22173;4822;NULL;9
22174;6578;NULL;9
22175;14148;NULL;9
22176;12477;NULL;9
22177;18816;NULL;9
22178;3471;NULL;9
22179;17990;NULL;9
22180;11008;NULL;9
22181;19028;NULL;9
22182;9795;NULL;6
22183;17906;NULL;1
22184;4040;NULL;4
22185;5590;NULL;4
22186;6417;NULL;4
22187;13062;NULL;1
22188;12616;NULL;1
22189;13797;NULL;1
22190;14689;NULL;4
22191;16894;NULL;1
22192;6071;NULL;1
22193;3356;NULL;9
22194;10804;NULL;9
22195;19195;NULL;9
22196;2459;NULL;9
22197;18440;NULL;9
22198;19315;NULL;9
22199;18146;NULL;9
22200;4908;NULL;9
22201;20656;NULL;9
22202;14789;NULL;9
22203;11979;NULL;9
22204;2554;NULL;9
22205;16010;NULL;9
22206;19755;NULL;9
22207;15485;NULL;9
22208;16762;NULL;9
22209;3763;NULL;9
22210;4895;NULL;9
22211;14514;NULL;1
22212;16548;NULL;9
22213;10264;NULL;9
22214;15237;NULL;9
22215;6028;NULL;4
22216;14878;NULL;4
22217;6958;NULL;6
22218;6213;NULL;1
22219;12188;NULL;6
22220;6944;NULL;1
22221;6742;NULL;4
22222;16597;NULL;4
22223;9791;NULL;4
22224;2984;NULL;4
22225;3473;NULL;1
22226;20701;NULL;4
22227;11580;NULL;4
22228;9858;NULL;1
22229;13678;NULL;4
22230;6850;NULL;6
22231;19629;NULL;4
22232;7951;NULL;6
22233;4395;NULL;6
22234;10389;NULL;6
22235;14428;NULL;4
22236;16256;NULL;4
22237;15294;NULL;4
22238;15071;NULL;1
22239;15489;NULL;4
22240;13554;NULL;1
22241;7625;NULL;1
22242;17554;NULL;1
22243;11887;NULL;1
22244;8586;NULL;1
22245;16605;NULL;1
22246;8544;NULL;4
22247;17977;NULL;6
22248;19043;NULL;4
22249;5823;NULL;4
22250;18725;NULL;4
22251;4940;NULL;6
22252;7932;NULL;6
22253;3069;NULL;1
22254;3887;NULL;1
22255;19890;NULL;1
22256;13151;NULL;4
22257;17864;NULL;4
22258;3467;NULL;4
22259;4510;NULL;1
22260;10938;NULL;1
22261;16897;NULL;4
22262;4682;NULL;4
22263;15011;NULL;1
22264;3110;NULL;6
22265;15292;NULL;6
22266;19734;NULL;4
22267;11737;NULL;6
22268;2801;NULL;6
22269;5576;NULL;4
22270;13216;NULL;4
22271;16489;NULL;4
22272;2464;NULL;4
22273;19683;NULL;4
22274;5262;NULL;1
22275;15179;NULL;4
22276;8229;NULL;4
22277;8152;NULL;1
22278;8268;NULL;6
22279;8015;NULL;4
22280;16586;NULL;4
22281;7124;NULL;4
22282;6409;NULL;1
22283;5009;NULL;1
22284;14347;NULL;4
22285;10637;NULL;6
22286;5846;NULL;4
22287;19179;NULL;4
22288;7481;NULL;1
22289;5694;NULL;4
22290;7233;NULL;1
22291;15293;NULL;4
22292;18597;NULL;4
22293;11384;NULL;4
22294;11341;NULL;4
22295;8694;NULL;4
22296;18159;NULL;4
22297;11410;NULL;4
22298;4603;NULL;4
22299;15121;NULL;6
22300;20598;NULL;1
22301;12067;NULL;4
22302;12611;NULL;10
22303;19192;NULL;7
22304;7074;NULL;10
22305;14388;NULL;10
22306;8170;NULL;7
22307;12617;NULL;8
22308;19641;NULL;10
22309;17454;NULL;10
22310;8046;NULL;8
22311;10812;NULL;10
22312;10705;NULL;7
22313;2942;NULL;10
22314;19766;NULL;7
22315;10184;NULL;10
22316;9750;NULL;7
22317;3527;NULL;8
22318;6427;NULL;8
22319;18296;NULL;7
22320;14766;NULL;10
22321;17344;NULL;10
22322;13244;NULL;7
22323;2489;NULL;7
22324;10558;NULL;7
22325;17328;NULL;10
22326;8610;NULL;1
22327;5433;NULL;1
22328;11309;NULL;1
22329;19618;NULL;1
22330;17309;NULL;4
22331;8393;NULL;4
22332;7172;NULL;6
22333;8401;NULL;1
22334;12661;NULL;1
22335;18614;NULL;1
22336;18337;NULL;4
22337;3420;NULL;4
22338;5714;NULL;4
22339;4581;NULL;1
22340;16847;NULL;4
22341;12878;NULL;1
22342;12430;NULL;1
22343;7183;NULL;1
22344;17356;NULL;4
22345;3016;NULL;4
22346;8564;NULL;4
22347;3966;NULL;4
22348;8688;NULL;4
22349;15303;NULL;6
22350;7370;NULL;1
22351;12462;NULL;1
22352;11913;NULL;4
22353;10921;NULL;6
22354;10525;NULL;6
22355;17629;NULL;4
22356;14301;NULL;4
22357;6645;NULL;4
22358;2892;NULL;4
22359;17958;NULL;6
22360;15764;NULL;1
22361;17837;NULL;4
22362;6267;NULL;4
22363;7844;NULL;6
22364;2961;NULL;4
22365;14721;NULL;4
22366;6446;NULL;6
22367;19876;NULL;4
22368;13632;NULL;1
22369;13072;NULL;4
22370;20084;NULL;4
22371;13597;NULL;6
22372;8125;NULL;4
22373;3304;NULL;6
22374;5645;NULL;1
22375;11385;NULL;4
22376;4626;NULL;1
22377;13275;NULL;7
22378;9837;NULL;7
22379;13134;NULL;7
22380;9360;NULL;8
22381;6045;NULL;8
22382;17269;NULL;10
22383;13699;NULL;10
22384;8979;NULL;8
22385;16462;NULL;10
22386;7710;NULL;8
22387;6019;NULL;8
22388;20312;NULL;10
22389;13186;NULL;8
22390;19627;NULL;8
22391;7888;NULL;8
22392;8226;NULL;7
22393;18965;NULL;8
22394;7187;NULL;7
22395;8005;NULL;7
22396;9834;NULL;10
22397;10036;NULL;7
22398;14492;NULL;8
22399;10925;NULL;9
22400;11238;NULL;9
22401;13862;NULL;9
22402;7062;NULL;9
22403;4202;NULL;9
22404;17718;NULL;9
22405;5233;NULL;9
22406;20602;NULL;9
22407;9969;NULL;9
22408;7220;NULL;9
22409;15413;NULL;9
22410;19617;NULL;9
22411;20725;NULL;9
22412;9232;NULL;9
22413;10734;NULL;7
22414;5457;NULL;8
22415;9649;NULL;8
22416;10438;NULL;10
22417;17112;NULL;7
22418;18673;NULL;10
22419;11780;NULL;7
22420;5090;NULL;7
22421;11603;NULL;10
22422;16625;NULL;10
22423;19566;NULL;7
22424;13209;NULL;7
22425;11179;NULL;7
22426;2642;NULL;7
22427;13394;NULL;10
22428;11477;NULL;10
22429;15423;NULL;10
22430;9408;NULL;7
22431;10117;NULL;7
22432;8561;NULL;8
22433;4114;NULL;10
22434;15769;NULL;10
22435;11811;NULL;7
22436;13329;NULL;8
22437;4757;NULL;10
22438;19146;NULL;7
22439;16440;NULL;10
22440;13292;NULL;7
22441;8685;NULL;8
22442;4744;NULL;10
22443;6926;NULL;7
22444;13482;NULL;8
22445;15752;NULL;7
22446;5397;NULL;10
22447;19996;NULL;8
22448;7292;NULL;7
22449;2646;NULL;7
22450;6003;NULL;8
22451;11622;NULL;10
22452;4477;NULL;10
22453;12953;NULL;8
22454;9852;NULL;10
22455;11084;NULL;8
22456;17568;NULL;10
22457;8412;NULL;10
22458;15161;NULL;7
22459;17042;NULL;8
22460;7009;NULL;10
22461;10357;NULL;10
22462;3425;NULL;8
22463;19450;NULL;7
22464;19301;NULL;7
22465;10464;NULL;7
22466;9498;NULL;7
22467;6842;NULL;10
22468;11226;NULL;10
22469;14168;NULL;8
22470;4486;NULL;10
22471;20096;NULL;7
22472;8579;NULL;7
22473;4071;NULL;8
22474;17462;NULL;8
22475;15263;NULL;10
22476;19397;NULL;8
22477;5819;NULL;8
22478;10017;NULL;8
22479;7415;NULL;8
22480;18085;NULL;7
22481;19303;NULL;8
22482;6818;NULL;8
22483;14421;NULL;7
22484;14311;NULL;7
22485;2765;NULL;7
22486;15625;NULL;8
22487;14493;NULL;7
22488;7855;NULL;8
22489;13284;NULL;7
22490;13867;NULL;7
22491;16916;NULL;8
22492;18330;NULL;8
22493;20673;NULL;8
22494;12438;NULL;8
22495;2756;NULL;7
22496;7920;NULL;10
22497;19137;NULL;8
22498;11693;NULL;7
22499;12163;NULL;7
22500;18005;NULL;7
22501;13441;NULL;7
22502;11305;NULL;10
22503;17660;NULL;10
22504;10628;NULL;10
22505;19940;NULL;10
22506;15364;NULL;8
22507;14144;NULL;8
22508;13535;NULL;8
22509;11310;NULL;8
22510;14120;NULL;10
22511;13962;NULL;7
22512;7218;NULL;7
22513;20230;NULL;7
22514;6893;NULL;8
22515;9008;NULL;7
22516;7140;NULL;8
22517;16862;NULL;8
22518;15301;NULL;10
22519;6458;NULL;8
22520;13690;NULL;10
22521;8910;NULL;8
22522;6733;NULL;8
22523;13552;NULL;8
22524;9001;NULL;7
22525;7006;NULL;8
22526;14648;NULL;10
22527;19770;NULL;7
22528;7076;NULL;10
22529;11768;NULL;7
22530;12123;NULL;10
22531;2664;NULL;7
22532;17998;NULL;10
22533;5393;NULL;8
22534;5036;NULL;7
22535;15504;NULL;10
22536;19191;NULL;10
22537;13404;NULL;8
22538;4767;NULL;7
22539;14985;NULL;10
22540;6156;NULL;10
22541;7388;NULL;8
22542;15189;NULL;7
22543;4052;NULL;1
22544;9284;NULL;6
22545;7209;NULL;6
22546;18979;NULL;1
22547;5900;NULL;4
22548;7948;NULL;4
22549;7494;NULL;1
22550;16109;NULL;10
22551;2771;NULL;8
22552;1713;NULL;7
22553;14077;NULL;10
22554;9257;NULL;10
22555;17921;NULL;7
22556;12809;NULL;7
22557;16558;NULL;10
22558;6468;NULL;10
22559;18620;NULL;10
22560;16297;NULL;10
22561;20630;NULL;7
22562;12050;NULL;7
22563;10167;NULL;8
22564;5933;NULL;10
22565;15374;NULL;8
22566;13444;NULL;10
22567;5703;NULL;7
22568;5919;NULL;8
22569;17074;NULL;10
22570;4825;NULL;10
22571;6963;NULL;9
22572;17429;NULL;9
22573;14876;NULL;9
22574;18178;NULL;9
22575;18937;NULL;9
22576;17172;NULL;9
22577;3915;NULL;9
22578;12621;NULL;9
22579;16556;NULL;9
22580;12759;NULL;9
22581;13911;NULL;9
22582;3103;NULL;9
22583;15807;NULL;9
22584;7222;NULL;7
22585;19467;NULL;8
22586;20233;NULL;10
22587;15052;NULL;8
22588;15182;NULL;10
22589;19720;NULL;10
22590;13381;NULL;8
22591;12457;NULL;8
22592;20682;NULL;10
22593;17339;NULL;7
22594;8347;NULL;10
22595;5247;NULL;7
22596;12699;NULL;10
22597;15491;NULL;8
22598;20060;NULL;8
22599;19206;NULL;10
22600;9061;NULL;10
22601;5814;NULL;7
22602;12126;NULL;10
22603;5944;NULL;7
22604;13688;NULL;10
22605;19131;NULL;10
22606;2785;NULL;8
22607;18919;NULL;8
22608;10957;NULL;10
22609;6952;NULL;8
22610;17987;NULL;8
22611;20320;NULL;10
22612;7670;NULL;7
22613;5310;NULL;10
22614;4206;NULL;10
22615;16454;NULL;8
22616;5382;NULL;10
22617;5098;NULL;8
22618;4988;NULL;10
22619;13711;NULL;8
22620;7343;NULL;8
22621;4383;NULL;8
22622;6878;NULL;10
22623;14677;NULL;8
22624;17652;NULL;7
22625;7190;NULL;7
22626;10739;NULL;7
22627;3571;NULL;8
22628;10982;NULL;8
22629;18856;NULL;10
22630;13234;NULL;10
22631;6756;NULL;10
22632;10411;NULL;7
22633;5866;NULL;8
22634;14390;NULL;10
22635;9577;NULL;10
22636;17613;NULL;10
22637;7458;NULL;10
22638;9592;NULL;8
22639;14103;NULL;10
22640;5575;NULL;10
22641;12213;NULL;7
22642;15222;NULL;10
22643;15346;NULL;10
22644;15723;NULL;8
22645;20768;NULL;7
22646;4883;NULL;10
22647;12157;NULL;7
22648;3217;NULL;7
22649;20455;NULL;7
22650;19686;NULL;8
22651;7875;NULL;7
22652;9392;NULL;8
22653;10013;NULL;10
22654;18810;NULL;7
22655;4813;NULL;8
22656;13414;NULL;10
22657;14640;NULL;10
22658;4945;NULL;7
22659;3559;NULL;8
22660;19562;NULL;8
22661;16423;NULL;7
22662;6821;NULL;10
22663;4238;NULL;7
22664;12158;NULL;7
22665;18679;NULL;8
22666;3391;NULL;8
22667;11116;NULL;10
22668;7101;NULL;10
22669;19855;NULL;10
22670;18726;NULL;10
22671;3795;NULL;10
22672;20755;NULL;10
22673;2747;NULL;7
22674;15805;NULL;8
22675;10700;NULL;7
22676;7347;NULL;7
22677;6592;NULL;8
22678;10792;NULL;8
22679;19116;NULL;8
22680;14426;NULL;8
22681;12862;NULL;7
22682;13384;NULL;7
22683;18135;NULL;7
22684;3706;NULL;8
22685;11570;NULL;8
22686;9147;NULL;10
22687;13624;NULL;10
22688;4359;NULL;8
22689;9066;NULL;7
22690;4140;NULL;7
22691;11854;NULL;7
22692;15024;NULL;7
22693;5644;NULL;7
22694;16127;NULL;8
22695;10201;NULL;10
22696;10562;NULL;7
22697;2874;NULL;7
22698;20301;NULL;7
22699;7329;NULL;8
22700;15068;NULL;8
22701;14371;NULL;8
22702;19682;NULL;7
22703;4408;NULL;7
22704;17289;NULL;7
22705;3135;NULL;8
22706;1714;NULL;8
22707;3446;NULL;8
22708;14357;NULL;7
22709;11867;NULL;7
22710;4738;NULL;8
22711;17026;NULL;8
22712;13768;NULL;7
22713;18917;NULL;6
22714;7161;NULL;6
22715;14098;NULL;6
22716;16345;NULL;1
22717;19934;NULL;1
22718;7032;NULL;4
22719;14121;NULL;4
22720;6421;NULL;4
22721;12266;NULL;1
22722;16211;NULL;4
22723;18280;NULL;4
22724;15609;NULL;4
22725;13798;NULL;1
22726;3616;NULL;1
22727;4683;NULL;1
22728;7721;NULL;6
22729;4355;NULL;4
22730;15924;NULL;6
22731;6895;NULL;4
22732;16059;NULL;6
22733;7616;NULL;1
22734;10281;NULL;4
22735;10802;NULL;1
22736;2923;NULL;1
22737;15250;NULL;4
22738;3449;NULL;4
22739;11512;NULL;6
22740;9073;NULL;4
22741;5653;NULL;1
22742;16318;NULL;1
22743;8787;NULL;1
22744;3721;NULL;4
22745;7618;NULL;4
22746;2470;NULL;4
22747;11732;NULL;4
22748;16108;NULL;6
22749;7280;NULL;1
22750;16308;NULL;4
22751;17807;NULL;4
22752;18661;NULL;1
22753;3154;NULL;1
22754;6161;NULL;1
22755;18016;NULL;6
22756;12453;NULL;4
22757;8173;NULL;4
22758;10821;NULL;1
22759;20368;NULL;1
22760;6074;NULL;1
22761;13725;NULL;1
22762;7356;NULL;1
22763;9830;NULL;1
22764;14132;NULL;1
22765;15760;NULL;6
22766;6848;NULL;1
22767;17057;NULL;1
22768;5516;NULL;4
22769;18180;NULL;4
22770;20244;NULL;4
22771;17020;NULL;6
22772;7879;NULL;6
22773;5903;NULL;1
22774;5561;NULL;1
22775;12343;NULL;4
22776;20400;NULL;4
22777;18558;NULL;1
22778;13776;NULL;4
22779;14842;NULL;4
22780;20442;NULL;4
22781;6042;NULL;4
22782;12941;NULL;4
22783;16812;NULL;1
22784;18998;NULL;4
22785;13375;NULL;6
22786;13692;NULL;1
22787;9506;NULL;4
22788;5142;NULL;4
22789;5092;NULL;4
22790;16104;NULL;4
22791;3587;NULL;4
22792;16399;NULL;1
22793;13198;NULL;1
22794;12094;NULL;10
22795;19987;NULL;7
22796;9417;NULL;7
22797;5176;NULL;8
22798;15275;NULL;10
22799;7385;NULL;10
22800;20401;NULL;7
22801;19798;NULL;8
22802;7240;NULL;8
22803;11487;NULL;8
22804;7558;NULL;8
22805;8754;NULL;8
22806;20767;NULL;8
22807;7328;NULL;10
22808;9620;NULL;10
22809;16748;NULL;8
22810;15256;NULL;8
22811;18030;NULL;10
22812;20091;NULL;10
22813;16882;NULL;10
22814;13191;NULL;7
22815;17694;NULL;8
22816;2495;NULL;8
22817;9189;NULL;8
22818;6224;NULL;10
22819;5875;NULL;10
22820;16370;NULL;7
22821;13935;NULL;8
22822;4923;NULL;10
22823;7492;NULL;10
22824;20556;NULL;7
22825;12091;NULL;10
22826;6217;NULL;10
22827;12607;NULL;7
22828;16678;NULL;10
22829;18930;NULL;7
22830;14412;NULL;8
22831;19225;NULL;7
22832;16761;NULL;7
22833;10810;NULL;7
22834;5631;NULL;8
22835;18332;NULL;8
22836;10147;NULL;8
22837;7799;NULL;10
22838;4136;NULL;10
22839;18858;NULL;9
22840;8245;NULL;9
22841;19439;NULL;9
22842;8423;NULL;9
22843;2669;NULL;9
22844;10051;NULL;9
22845;5388;NULL;9
22846;18342;NULL;9
22847;12900;NULL;9
22848;20424;NULL;9
22849;16088;NULL;9
22850;4308;NULL;9
22851;9372;NULL;9
22852;15744;NULL;9
22853;8632;NULL;9
22854;9650;NULL;9
22855;3031;NULL;9
22856;14872;NULL;9
22857;7001;NULL;9
22858;8835;NULL;9
22859;8067;NULL;9
22860;3898;NULL;9
22861;13706;NULL;1
22862;19113;NULL;4
22863;17911;NULL;1
22864;17527;NULL;1
22865;10863;NULL;4
22866;18249;NULL;8
22867;2641;NULL;8
22868;6476;NULL;7
22869;12811;NULL;10
22870;11537;NULL;7
22871;6653;NULL;1
22872;8834;NULL;1
22873;17350;NULL;4
22874;9250;NULL;1
22875;6166;NULL;4
22876;9739;NULL;4
22877;13437;NULL;6
22878;7134;NULL;1
22879;7252;NULL;4
22880;12431;NULL;1
22881;3778;NULL;6
22882;4842;NULL;6
22883;14988;NULL;1
22884;8458;NULL;1
22885;5536;NULL;1
22886;10535;NULL;4
22887;14699;NULL;4
22888;12190;NULL;1
22889;20405;NULL;6
22890;12030;NULL;4
22891;9863;NULL;4
22892;16545;NULL;4
22893;11576;NULL;6
22894;8300;NULL;4
22895;5063;NULL;6
22896;17736;NULL;1
22897;8332;NULL;1
22898;7581;NULL;4
